acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,timestamp,label
-77.20000000000073,-46.0,124.0,28.0,-387.6,35.69999999999999,2025-01-29 10:42:04,1
102.79999999999929,18.0,372.0,26.0,-272.6,23.69999999999999,2025-01-29 10:42:04,1
130.79999999999927,-22.0,360.0,26.0,-92.60000000000002,43.69999999999999,2025-01-29 10:42:04,1
218.79999999999927,30.0,156.0,43.0,212.4,5.699999999999989,2025-01-29 10:42:04,1
126.79999999999929,42.0,44.0,51.0,408.4,-50.30000000000001,2025-01-29 10:42:04,1
-61.20000000000073,-10.0,-160.0,50.0,328.4,-30.30000000000001,2025-01-29 10:42:04,1
-209.20000000000076,-78.0,-296.0,23.0,122.39999999999998,7.699999999999989,2025-01-29 10:42:04,1
-173.20000000000073,-58.0,-280.0,-16.0,-51.60000000000002,19.69999999999999,2025-01-29 10:42:04,1
6.799999999999272,26.0,-228.0,-93.0,-137.60000000000002,2.6999999999999886,2025-01-29 10:42:04,1
-65.20000000000073,98.0,-92.0,-138.0,-129.60000000000002,-58.30000000000001,2025-01-29 10:42:04,1
138.79999999999927,94.0,0.0,-150.0,-148.60000000000002,-87.30000000000001,2025-01-29 10:42:04,1
70.79999999999927,90.0,-236.0,-159.0,-107.60000000000002,-138.3,2025-01-29 10:42:04,1
106.79999999999929,34.0,-52.0,-222.0,-88.60000000000002,-152.3,2025-01-29 10:42:04,1
62.79999999999927,-42.0,-4.0,-247.0,-44.60000000000002,-174.3,2025-01-29 10:42:04,1
-1.2000000000007276,-114.0,72.0,-251.0,-16.600000000000023,-151.3,2025-01-29 10:42:04,1
-5.200000000000728,-226.0,24.0,-241.0,13.399999999999975,-111.3,2025-01-29 10:42:04,1
150.79999999999927,-190.0,-12.0,-220.0,68.39999999999998,-123.3,2025-01-29 10:42:05,1
14.799999999999272,-42.0,-44.0,-209.0,65.39999999999998,-105.3,2025-01-29 10:42:05,1
-13.200000000000728,-26.0,-92.0,-192.0,46.39999999999998,-112.3,2025-01-29 10:42:05,1
-1.2000000000007276,-62.0,-308.0,-194.0,-7.600000000000023,-91.3,2025-01-29 10:42:05,1
-37.20000000000073,-90.0,-88.0,-167.0,-156.60000000000002,-109.3,2025-01-29 10:42:05,1
2.7999999999992724,-70.0,-44.0,-202.0,-200.6,-114.3,2025-01-29 10:42:05,1
70.79999999999927,-10.0,-40.0,-206.0,-155.60000000000002,-86.30000000000001,2025-01-29 10:42:05,1
2.7999999999992724,-74.0,168.0,-234.0,-74.60000000000002,-64.30000000000001,2025-01-29 10:42:05,1
70.79999999999927,-94.0,8.0,-182.0,20.399999999999977,-11.300000000000011,2025-01-29 10:42:05,1
14.799999999999272,-130.0,56.0,-172.0,144.39999999999998,17.69999999999999,2025-01-29 10:42:05,1
-189.20000000000076,-186.0,-64.0,-78.0,236.4,47.69999999999999,2025-01-29 10:42:05,1
-317.2000000000007,-206.0,-188.0,24.0,71.39999999999998,141.7,2025-01-29 10:42:05,1
-429.2000000000007,-418.0,-4.0,74.0,-110.60000000000002,247.7,2025-01-29 10:42:05,1
